Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
January 31 2022,Lincoln,OR,Passenger,0,1,1,36,37,2.70
July 31 2018,Arlington,VA,Passenger,1,2,3,182,185,1.62
January 31 2024,Allen,IN,Passenger,1,0,1,10,11,9.09
April 30 2024,Goochland,VA,Passenger,2,0,2,51,53,3.77
December 31 2023,Hoke,NC,Passenger,1,0,1,68,69,1.45
May 31 2023,Yavapai,AZ,Passenger,0,1,1,25,26,3.85
October 31 2023,Marion,OR,Passenger,1,0,1,66,67,1.49
December 31 2018,Prince William,VA,Passenger,0,5,5,254,259,1.93
October 31 2018,Washington,OR,Passenger,0,1,1,491,492,0.20
August 31 2019,Wahkiakum,WA,Truck,0,0,0,1762,1762,0.00
February 28 2023,Franklin,WA,Truck,4,0,4,20946,20950,0.02
February 28 2017,Yakima,WA,Passenger,36,50,86,159102,159188,0.05
March 31 2022,Montgomery,MD,Passenger,3,2,5,208,213,2.35
July 31 2022,Calvert,MD,Passenger,0,2,2,82,84,2.38
December 31 2018,San Francisco,CA,Passenger,2,2,4,118,122,3.28
April 30 2022,Lee,FL,Passenger,1,0,1,38,39,2.56
May 31 2024,Larimer,CO,Passenger,1,0,1,25,26,3.85
October 31 2018,Lee,FL,Passenger,1,0,1,56,57,1.75
April 30 2024,San Francisco,CA,Passenger,2,0,2,58,60,3.33
April 30 2022,Clark,NV,Passenger,8,3,11,640,651,1.69
July 31 2019,Wahkiakum,WA,Truck,0,0,0,1760,1760,0.00
December 31 2021,New London,CT,Passenger,1,4,5,220,225,2.22
July 31 2021,Hampshire,MA,Passenger,1,0,1,9,10,10.00
May 31 2019,Klickitat,WA,Passenger,35,32,67,15544,15611,0.43
October 31 2019,Virginia Beach,VA,Passenger,1,0,1,699,700,0.14
August 31 2021,Portsmouth,VA,Passenger,0,1,1,77,78,1.28
December 31 2019,Orange,FL,Passenger,1,0,1,159,160,0.62
April 30 2017,Hidalgo,TX,Passenger,0,1,1,102,103,0.97
April 30 2019,Manassas,VA,Passenger,0,1,1,8,9,11.11
June 30 2022,Hawaii,HI,Passenger,1,0,1,45,46,2.17
November 30 2023,Tom Green,TX,Passenger,0,1,1,16,17,5.88
March 31 2021,Bartow,GA,Passenger,0,1,1,5,6,16.67
February 28 2018,Manatee,FL,Passenger,1,0,1,41,42,2.38
January 31 2019,Honolulu,HI,Passenger,1,3,4,530,534,0.75
October 31 2017,Franklin,WA,Passenger,31,49,80,56496,56576,0.14
April 30 2018,Benton,WA,Passenger,178,185,363,130915,131278,0.28
September 30 2021,Essex,MA,Passenger,1,0,1,22,23,4.35
November 30 2017,Prince William,VA,Passenger,0,4,4,268,272,1.47
March 31 2019,Goochland,VA,Passenger,1,1,2,256,258,0.78
December 31 2024,Sacramento,CA,Passenger,1,0,1,123,124,0.81
January 31 2018,Jefferson,NY,Passenger,1,0,1,228,229,0.44
October 31 2022,Moore,NC,Passenger,0,1,1,124,125,0.80
October 31 2023,Arlington,VA,Passenger,2,0,2,122,124,1.61
March 31 2017,Cascade,MT,Passenger,0,1,1,66,67,1.49
September 30 2023,Flathead,MT,Passenger,1,0,1,28,29,3.45
December 31 2022,Sumter,SC,Passenger,0,1,1,33,34,2.94
February 28 2021,Juneau,AK,Passenger,0,1,1,30,31,3.23
December 31 2021,Spokane,WA,Truck,0,0,0,102655,102655,0.00
September 30 2022,Skagit,WA,Truck,6,0,6,32171,32177,0.02
March 31 2021,Whatcom,WA,Truck,4,0,4,43757,43761,0.01
July 31 2022,Allegheny,PA,Passenger,2,1,3,69,72,4.17
December 31 2022,Harnett,NC,Passenger,3,0,3,168,171,1.75
June 30 2022,Howard,MD,Passenger,0,2,2,70,72,2.78
January 31 2024,Bexar,TX,Passenger,2,4,6,376,382,1.57
May 31 2022,Autauga,AL,Passenger,1,0,1,14,15,6.67
August 31 2019,Volusia,FL,Passenger,0,1,1,41,42,2.38
August 31 2024,Larimer,CO,Passenger,1,0,1,24,25,4.00
January 31 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
September 30 2022,Bartow,GA,Passenger,0,1,1,4,5,20.00
February 29 2024,Chelan,WA,Truck,51,0,51,23062,23113,0.22
March 31 2023,Grant,WA,Truck,8,0,8,28053,28061,0.03
September 30 2022,Essex,NJ,Passenger,2,0,2,12,14,14.29
November 30 2019,Jefferson,WA,Truck,0,0,0,9652,9652,0.00
October 31 2023,Garfield,WA,Truck,0,0,0,976,976,0.00
July 31 2024,Yakima,WA,Passenger,836,350,1186,166963,168149,0.71
January 31 2019,Harnett,NC,Passenger,1,0,1,226,227,0.44
October 31 2024,Richmond,GA,Passenger,0,1,1,40,41,2.44
February 28 2019,Howard,MD,Passenger,0,1,1,89,90,1.11
June 30 2023,Providence,RI,Passenger,1,0,1,20,21,4.76
March 31 2023,Lake,IL,Passenger,2,0,2,134,136,1.47
August 31 2017,Collier,FL,Passenger,1,0,1,26,27,3.70
June 30 2022,El Paso,CO,Passenger,3,4,7,651,658,1.06
November 30 2021,Honolulu,HI,Passenger,4,4,8,433,441,1.81
January 31 2022,San Juan,WA,Passenger,482,153,635,14157,14792,4.29
March 31 2020,Yakima,WA,Truck,0,0,0,59578,59578,0.00
March 31 2024,San Mateo,CA,Passenger,2,0,2,64,66,3.03
January 31 2021,Albemarle,VA,Passenger,1,0,1,26,27,3.70
May 31 2019,St. Lucie,FL,Passenger,1,0,1,29,30,3.33
June 30 2023,San Luis Obispo,CA,Passenger,1,1,2,52,54,3.70
January 31 2021,San Bernardino,CA,Passenger,1,0,1,405,406,0.25
January 31 2018,Skamania,WA,Passenger,11,8,19,8605,8624,0.22
February 28 2019,Cumberland,NC,Passenger,1,2,3,526,529,0.57
November 30 2019,DuPage,IL,Passenger,3,0,3,67,70,4.29
August 31 2020,Utah,UT,Passenger,0,1,1,142,143,0.70
October 31 2019,Denver,CO,Passenger,1,0,1,134,135,0.74
May 31 2021,Klamath,OR,Passenger,1,0,1,38,39,2.56
June 30 2020,Allegheny,PA,Passenger,2,0,2,82,84,2.38
May 31 2024,Geary,KS,Passenger,1,0,1,65,66,1.52
August 31 2022,Juneau,AK,Passenger,0,1,1,33,34,2.94
May 31 2020,Juneau,AK,Passenger,0,2,2,33,35,5.71
November 30 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
March 31 2018,Pierce,WA,Passenger,1126,1047,2173,527669,529842,0.41
August 31 2024,San Francisco,CA,Passenger,2,0,2,55,57,3.51
April 30 2017,San Juan,WA,Truck,0,0,0,5551,5551,0.00
August 31 2017,Santa Clara,CA,Passenger,5,2,7,406,413,1.69
March 31 2023,Kittitas,WA,Passenger,324,95,419,29431,29850,1.40
December 31 2021,Asotin,WA,Truck,0,0,0,6747,6747,0.00
April 30 2019,Whitman,WA,Truck,0,0,0,8519,8519,0.00
June 30 2020,Arapahoe,CO,Passenger,1,0,1,135,136,0.74
January 31 2021,Marion,IN,Passenger,1,0,1,71,72,1.39
November 30 2024,Cook,IL,Passenger,1,2,3,125,128,2.34
April 30 2021,Harrison,MS,Passenger,2,0,2,55,57,3.51
November 30 2022,Autauga,AL,Passenger,2,0,2,15,17,11.76
July 31 2024,Autauga,AL,Passenger,2,1,3,11,14,21.43
April 30 2022,Norfolk,MA,Passenger,1,0,1,30,31,3.23
September 30 2018,DuPage,IL,Passenger,1,0,1,59,60,1.67
March 31 2023,Plaquemines,LA,Passenger,1,1,2,20,22,9.09
February 28 2017,Skagit,WA,Truck,1,0,1,31402,31403,0.00
August 31 2018,Whitman,WA,Truck,0,0,0,8512,8512,0.00
May 31 2017,Latah,ID,Passenger,0,1,1,114,115,0.87
June 30 2022,Lewis,WA,Truck,0,0,0,26384,26384,0.00
January 31 2024,Lane,OR,Passenger,0,2,2,66,68,2.94
August 31 2023,Asotin,WA,Passenger,38,23,61,12315,12376,0.49
July 31 2019,Montgomery,PA,Passenger,2,0,2,38,40,5.00
November 30 2020,Frederick,MD,Passenger,1,1,2,63,65,3.08
January 31 2022,Frederick,MD,Passenger,1,1,2,70,72,2.78
June 30 2024,Penobscot,ME,Passenger,0,1,1,4,5,20.00
November 30 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
June 30 2017,Snohomish,WA,Passenger,1793,900,2693,513057,515750,0.52
November 30 2017,San Juan,WA,Passenger,126,41,167,13778,13945,1.20
July 31 2023,Wahkiakum,WA,Passenger,26,17,43,3016,3059,1.41
February 28 2022,Travis,TX,Passenger,2,1,3,143,146,2.05
June 30 2021,Thurston,WA,Truck,0,0,0,56472,56472,0.00
January 31 2021,Tarrant,TX,Passenger,1,0,1,174,175,0.57
October 31 2022,Walla Walla,WA,Truck,3,0,3,13929,13932,0.02
October 31 2024,Kittitas,WA,Passenger,603,154,757,29044,29801,2.54
November 30 2024,El Paso,TX,Passenger,3,1,4,219,223,1.79
April 30 2022,Bristol,MA,Passenger,1,0,1,15,16,6.25
September 30 2022,Fairbanks North Star,AK,Passenger,0,1,1,75,76,1.32
September 30 2019,Jefferson,CO,Passenger,0,2,2,58,60,3.33
September 30 2017,Sangamon,IL,Passenger,1,0,1,11,12,8.33
April 30 2022,Marin,CA,Passenger,1,1,2,41,43,4.65
September 30 2021,Philadelphia,PA,Passenger,1,0,1,55,56,1.79
May 31 2020,Clark,NV,Passenger,4,3,7,744,751,0.93
September 30 2023,DuPage,IL,Passenger,3,1,4,37,41,9.76
August 31 2018,Stevens,WA,Truck,0,0,0,18663,18663,0.00
February 28 2018,Whitman,WA,Passenger,18,21,39,22523,22562,0.17
April 30 2021,Pend Oreille,WA,Passenger,14,5,19,9292,9311,0.20
February 29 2020,Manassas,VA,Passenger,0,1,1,7,8,12.50
March 31 2020,Stevens,WA,Passenger,34,33,67,31231,31298,0.21
December 31 2024,Kitsap,WA,Truck,219,0,219,50011,50230,0.44
May 31 2019,Denver,CO,Passenger,1,0,1,137,138,0.72
January 31 2023,Richmond,GA,Passenger,0,1,1,64,65,1.54
June 30 2023,Virginia Beach,VA,Truck,1,0,1,115,116,0.86
February 29 2020,Alexandria,VA,Passenger,1,0,1,138,139,0.72
April 30 2023,Lexington,SC,Passenger,1,0,1,22,23,4.35
February 28 2023,Hamilton,OH,Truck,1,0,1,3,4,25.00
October 31 2021,Hanover,VA,Passenger,1,0,1,3,4,25.00
June 30 2017,Douglas,WA,Passenger,34,26,60,26711,26771,0.22
July 31 2019,Walla Walla,WA,Truck,0,0,0,13613,13613,0.00
November 30 2020,El Dorado,CA,Passenger,1,0,1,39,40,2.50
December 31 2018,Cowlitz,WA,Passenger,72,94,166,72423,72589,0.23
September 30 2019,Walla Walla,WA,Passenger,59,64,123,36233,36356,0.34
December 31 2020,Duval,FL,Passenger,0,2,2,368,370,0.54
September 30 2020,Spartanburg,SC,Passenger,0,1,1,53,54,1.85
May 31 2023,DeKalb,GA,Passenger,2,0,2,48,50,4.00
June 30 2023,Boulder,CO,Passenger,2,0,2,36,38,5.26
June 30 2023,San Juan,WA,Passenger,615,180,795,13805,14600,5.45
April 30 2023,Kittitas,WA,Passenger,328,97,425,29420,29845,1.42
June 30 2017,Chelan,WA,Passenger,67,37,104,52045,52149,0.20
December 31 2024,Clark,WA,Truck,299,0,299,78091,78390,0.38
June 30 2017,Moore,NC,Passenger,0,1,1,197,198,0.51
October 31 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
July 31 2018,Carson City,NV,Passenger,1,0,1,14,15,6.67
January 31 2021,Harrison,MS,Passenger,2,0,2,55,57,3.51
September 30 2022,Wood,OH,Passenger,0,1,1,5,6,16.67
March 31 2019,Lee,FL,Passenger,1,0,1,52,53,1.89
May 31 2024,Asotin,WA,Passenger,49,26,75,12300,12375,0.61
March 31 2023,Nueces,TX,Passenger,0,1,1,62,63,1.59
November 30 2022,Island,WA,Passenger,915,391,1306,61080,62386,2.09
June 30 2018,Clark,WA,Passenger,1009,717,1726,307876,309602,0.56
November 30 2019,Pacific,WA,Passenger,29,30,59,16104,16163,0.37
April 30 2022,Rockingham,NH,Passenger,1,0,1,22,23,4.35
April 30 2023,Okaloosa,FL,Passenger,0,3,3,99,102,2.94
May 31 2024,Bay,FL,Passenger,1,0,1,22,23,4.35
June 30 2019,Montgomery,MD,Passenger,1,0,1,288,289,0.35
June 30 2020,Boone,MO,Passenger,0,1,1,10,11,9.09
May 31 2024,Hamilton,OH,Passenger,2,0,2,27,29,6.90
March 31 2023,Sumter,SC,Passenger,0,1,1,35,36,2.78
July 31 2018,Clackamas,OR,Passenger,0,1,1,226,227,0.44
May 31 2023,Cumberland,NC,Passenger,1,4,5,341,346,1.45
September 30 2022,King,WA,Truck,241,2,243,179400,179643,0.14
May 31 2017,Grays Harbor,WA,Truck,0,0,0,19892,19892,0.00
October 31 2021,Fresno,CA,Passenger,1,0,1,186,187,0.53
November 30 2022,Isle of Wight,VA,Passenger,0,1,1,18,19,5.26
February 29 2024,San Mateo,CA,Passenger,2,0,2,68,70,2.86
March 31 2021,Harford,MD,Passenger,0,1,1,62,63,1.59
January 31 2024,Berkeley,SC,Passenger,2,1,3,103,106,2.83
July 31 2022,Lee,FL,Passenger,1,0,1,39,40,2.50
November 30 2024,Tom Green,TX,Passenger,0,1,1,17,18,5.56
December 31 2020,Douglas,WA,Truck,0,0,0,12485,12485,0.00
April 30 2017,Los Angeles,CA,Passenger,2,1,3,1381,1384,0.22
October 31 2020,Bexar,TX,Passenger,3,5,8,621,629,1.27
March 31 2020,Clackamas,OR,Passenger,2,1,3,225,228,1.32
March 31 2023,Prince George,VA,Passenger,1,0,1,47,48,2.08
June 30 2019,Saratoga,NY,Passenger,1,0,1,52,53,1.89
March 31 2022,Hennepin,MN,Passenger,3,0,3,76,79,3.80
May 31 2020,Hamilton,IN,Passenger,1,0,1,43,44,2.27
February 29 2024,Tooele,UT,Passenger,2,0,2,12,14,14.29
January 31 2023,Rockdale,GA,Passenger,1,0,1,9,10,10.00
October 31 2024,Shelby,AL,Passenger,1,0,1,2,3,33.33
April 30 2020,Sussex,NJ,Passenger,1,0,1,3,4,25.00
October 31 2018,Lewis,WA,Truck,0,0,0,25611,25611,0.00
February 28 2018,Yakima,WA,Truck,0,0,0,58113,58113,0.00
April 30 2020,Adams,WA,Truck,0,0,0,5204,5204,0.00
February 28 2023,Columbia,WA,Truck,0,0,0,1567,1567,0.00
February 29 2024,Portsmouth,VA,Passenger,0,2,2,61,63,3.17
June 30 2020,Stafford,VA,Passenger,1,1,2,100,102,1.96
July 31 2019,Moore,NC,Passenger,0,1,1,183,184,0.54
March 31 2020,Santa Cruz,CA,Passenger,1,0,1,41,42,2.38
October 31 2019,Washoe,NV,Passenger,2,0,2,116,118,1.69
August 31 2023,Kootenai,ID,Truck,1,0,1,28,29,3.45
September 30 2020,Oldham,KY,Passenger,0,1,1,5,6,16.67
June 30 2020,Clark,WA,Truck,0,0,0,82186,82186,0.00
December 31 2022,Columbia,WA,Truck,0,0,0,1577,1577,0.00
August 31 2017,Fairfax,VA,Passenger,3,1,4,832,836,0.48
September 30 2020,Garfield,WA,Passenger,0,1,1,1348,1349,0.07
November 30 2022,Multnomah,OR,Passenger,2,2,4,544,548,0.73
December 31 2017,Duval,FL,Passenger,1,2,3,367,370,0.81
October 31 2017,Honolulu,HI,Passenger,2,2,4,576,580,0.69
April 30 2021,Bexar,TX,Passenger,3,5,8,592,600,1.33
August 31 2023,Virginia Beach,VA,Passenger,4,2,6,478,484,1.24
March 31 2019,New Haven,CT,Passenger,0,2,2,49,51,3.92
June 30 2019,Montgomery,AL,Passenger,1,1,2,45,47,4.26
July 31 2022,Loudoun,VA,Passenger,2,1,3,66,69,4.35
December 31 2020,Vigo,IN,Passenger,1,0,1,6,7,14.29
July 31 2022,Autauga,AL,Passenger,1,0,1,14,15,6.67
December 31 2022,Lexington,SC,Passenger,1,0,1,22,23,4.35
April 30 2020,Montgomery,AL,Passenger,1,1,2,38,40,5.00
March 31 2021,Cameron,TX,Passenger,1,0,1,23,24,4.17
January 31 2017,Hardin,KY,Passenger,0,1,1,124,125,0.80
November 30 2024,Travis,TX,Passenger,1,0,1,48,49,2.04
May 31 2021,San Francisco,CA,Passenger,2,2,4,103,107,3.74
April 30 2018,New Haven,CT,Passenger,0,1,1,50,51,1.96
September 30 2024,Grant,WA,Passenger,491,215,706,67485,68191,1.04
July 31 2022,Stevens,WA,Truck,1,0,1,18871,18872,0.01
May 31 2020,Skamania,WA,Truck,0,0,0,4028,4028,0.00
March 31 2021,Jefferson,WA,Truck,0,0,0,9586,9586,0.00
August 31 2023,Ada,ID,Passenger,3,0,3,134,137,2.19
November 30 2020,Moore,NC,Passenger,0,1,1,163,164,0.61
September 30 2019,Orange,FL,Passenger,1,0,1,153,154,0.65
November 30 2023,Richmond,GA,Passenger,0,1,1,56,57,1.75
April 30 2021,Wilson,TX,Passenger,0,1,1,4,5,20.00
March 31 2021,Montgomery,OH,Passenger,0,1,1,57,58,1.72
February 29 2020,Duval,FL,Passenger,1,2,3,369,372,0.81
June 30 2024,Skamania,WA,Truck,4,0,4,3844,3848,0.10
April 30 2021,Adams,WA,Truck,0,0,0,5406,5406,0.00
February 28 2021,Pulaski,MO,Passenger,1,0,1,143,144,0.69
June 30 2023,Leavenworth,KS,Passenger,1,1,2,88,90,2.22
September 30 2017,Columbia,WA,Truck,0,0,0,1558,1558,0.00
April 30 2024,New York,NY,Passenger,2,0,2,33,35,5.71
April 30 2020,Hennepin,MN,Passenger,3,1,4,103,107,3.74
June 30 2017,Columbia,WA,Passenger,1,1,2,2354,2356,0.08
July 31 2023,Whatcom,WA,Truck,63,0,63,42656,42719,0.15
May 31 2021,Yamhill,OR,Passenger,1,0,1,43,44,2.27
April 30 2021,Meade,KY,Passenger,1,0,1,28,29,3.45
July 31 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
July 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
July 31 2017,Benton,WA,Truck,0,0,0,40124,40124,0.00
November 30 2022,Pacific,WA,Passenger,70,79,149,15704,15853,0.94
January 31 2022,Douglas,NE,Passenger,1,2,3,53,56,5.36
May 31 2019,El Paso,CO,Passenger,2,2,4,753,757,0.53
October 31 2019,Alexandria,VA,Passenger,1,0,1,141,142,0.70
May 31 2018,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
October 31 2019,Powhatan,VA,Passenger,1,0,1,1,2,50.00
February 29 2024,Utah,UT,Passenger,2,0,2,84,86,2.33
May 31 2020,Randolph,NC,Passenger,1,0,1,7,8,12.50
August 31 2018,San Juan,PR,Passenger,0,1,1,4,5,20.00
August 31 2021,Travis,TX,Passenger,4,4,8,168,176,4.55
June 30 2023,Wahkiakum,WA,Truck,2,0,2,1774,1776,0.11
July 31 2024,Hays,TX,Passenger,1,0,1,8,9,11.11
March 31 2021,Clallam,WA,Passenger,299,196,495,50087,50582,0.98
December 31 2023,St. Mary's,MD,Passenger,3,0,3,186,189,1.59
December 31 2021,Hillsborough,FL,Passenger,0,2,2,155,157,1.27
April 30 2023,Philadelphia,PA,Passenger,0,1,1,49,50,2.00
January 31 2019,Goochland,VA,Passenger,0,1,1,252,253,0.40
May 31 2017,Klickitat,WA,Truck,0,0,0,7957,7957,0.00
March 31 2017,Missoula,MT,Passenger,1,0,1,80,81,1.23
September 30 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
April 30 2018,Mason,WA,Passenger,71,84,155,45377,45532,0.34
September 30 2021,Clark,NV,Passenger,6,3,9,679,688,1.31
November 30 2022,Pierce,WA,Truck,71,0,71,139585,139656,0.05
August 31 2023,Spokane,WA,Truck,41,0,41,101664,101705,0.04
July 31 2022,Ferry,WA,Truck,0,0,0,3561,3561,0.00
August 31 2022,Brown,WI,Passenger,1,0,1,8,9,11.11
December 31 2017,Skagit,WA,Passenger,168,138,306,89530,89836,0.34
July 31 2022,Franklin,WA,Truck,1,0,1,20845,20846,0.00
June 30 2019,New London,CT,Passenger,0,1,1,234,235,0.43
March 31 2018,Duval,FL,Passenger,1,2,3,371,374,0.80
July 31 2020,Pulaski,MO,Passenger,1,0,1,139,140,0.71
September 30 2019,Salt Lake,UT,Passenger,1,0,1,218,219,0.46
February 28 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
June 30 2019,Walla Walla,WA,Passenger,49,61,110,36167,36277,0.30
March 31 2022,Wahkiakum,WA,Passenger,18,11,29,3073,3102,0.93
May 31 2020,Stevens,WA,Passenger,35,33,68,30706,30774,0.22
July 31 2024,Multnomah,OR,Passenger,1,1,2,370,372,0.54
April 30 2024,Camden,GA,Passenger,1,0,1,92,93,1.08
January 31 2020,Orange,FL,Passenger,1,0,1,144,145,0.69
April 30 2024,Berkeley,SC,Passenger,2,1,3,89,92,3.26
October 31 2017,Norfolk,VA,Passenger,1,1,2,304,306,0.65
September 30 2024,Horry,SC,Passenger,1,0,1,3,4,25.00
June 30 2023,Franklin,OH,Passenger,1,0,1,57,58,1.72
February 29 2024,El Paso,TX,Passenger,5,2,7,279,286,2.45
July 31 2023,Escambia,FL,Passenger,0,1,1,138,139,0.72
August 31 2024,Oldham,KY,Passenger,0,1,1,4,5,20.00
January 31 2022,Cowlitz,WA,Truck,0,1,1,28892,28893,0.00
August 31 2017,Columbia,WA,Truck,0,0,0,1542,1542,0.00
July 31 2024,Whitman,WA,Passenger,241,131,372,21921,22293,1.67
January 31 2020,El Paso,CO,Passenger,3,2,5,746,751,0.67
June 30 2024,Fresno,CA,Passenger,0,1,1,125,126,0.79
October 31 2018,Valencia,NM,Passenger,1,0,1,12,13,7.69
April 30 2024,Sonoma,CA,Passenger,2,1,3,62,65,4.62
September 30 2019,Travis,TX,Passenger,4,1,5,221,226,2.21
June 30 2023,DeKalb,GA,Passenger,2,0,2,47,49,4.08
November 30 2023,Cache,UT,Passenger,1,0,1,11,12,8.33
June 30 2024,Norfolk,VA,Passenger,0,1,1,222,223,0.45
June 30 2023,Cowlitz,WA,Truck,9,0,9,28216,28225,0.03
January 31 2020,Ventura,CA,Passenger,0,2,2,320,322,0.62
August 31 2021,Chelan,WA,Truck,0,0,0,23066,23066,0.00
September 30 2017,Mason,WA,Truck,0,0,0,19369,19369,0.00
September 30 2022,San Juan,WA,Truck,6,0,6,5950,5956,0.10
August 31 2022,Boulder,CO,Passenger,2,0,2,45,47,4.26
March 31 2020,Moore,NC,Passenger,0,1,1,168,169,0.59
December 31 2021,Wake,NC,Passenger,1,0,1,134,135,0.74
March 31 2020,Juneau,AK,Passenger,0,2,2,36,38,5.26
April 30 2020,Clackamas,OR,Passenger,2,0,2,217,219,0.91
September 30 2021,Sumter,SC,Passenger,0,1,1,36,37,2.70
January 31 2024,Snohomish,WA,Truck,291,0,291,120266,120557,0.24
January 31 2022,Clinton,PA,Passenger,1,0,1,0,1,100.00
July 31 2019,Island,WA,Passenger,327,243,570,63402,63972,0.89
July 31 2023,Kings,CA,Passenger,3,2,5,274,279,1.79
March 31 2022,Hudson,NJ,Passenger,2,0,2,41,43,4.65
January 31 2023,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
November 30 2019,Putnam,TN,Passenger,0,1,1,3,4,25.00
February 28 2021,Nassau,FL,Passenger,1,0,1,36,37,2.70
April 30 2017,San Diego,CA,Passenger,5,2,7,2770,2777,0.25
January 31 2018,Jefferson,WA,Truck,0,0,0,9479,9479,0.00
April 30 2024,Hudson,NJ,Passenger,2,0,2,24,26,7.69
August 31 2024,Volusia,FL,Truck,1,0,1,5,6,16.67
June 30 2024,Larimer,CO,Passenger,1,0,1,23,24,4.17
September 30 2024,Howard,MD,Passenger,1,2,3,48,51,5.88
May 31 2024,Orange,CA,Passenger,6,1,7,297,304,2.30
April 30 2020,Brevard,FL,Passenger,0,1,1,91,92,1.09
March 31 2018,Allegheny,PA,Passenger,1,0,1,82,83,1.20
December 31 2020,Montgomery,OH,Passenger,0,1,1,54,55,1.82
December 31 2024,Oldham,KY,Passenger,0,1,1,4,5,20.00
October 31 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
February 28 2017,Ferry,WA,Passenger,2,1,3,4393,4396,0.07
October 31 2018,Okanogan,WA,Truck,0,0,0,16504,16504,0.00
November 30 2024,New Castle,DE,Passenger,1,0,1,13,14,7.14
July 31 2023,Grant,WA,Passenger,297,131,428,67043,67471,0.63
July 31 2021,Newport,RI,Passenger,0,1,1,79,80,1.25
February 28 2022,Alameda,CA,Passenger,6,1,7,231,238,2.94
September 30 2017,Santa Rosa,FL,Passenger,1,0,1,112,113,0.88
September 30 2018,Deschutes,OR,Passenger,2,0,2,176,178,1.12
September 30 2022,Sumter,SC,Passenger,0,1,1,34,35,2.86
June 30 2023,Camden,NJ,Passenger,0,1,1,14,15,6.67
May 31 2024,Monterey,CA,Truck,1,0,1,27,28,3.57
July 31 2018,Island,WA,Passenger,206,194,400,62518,62918,0.64
May 31 2024,Anne Arundel,MD,Passenger,7,2,9,274,283,3.18
February 29 2024,Sarpy,NE,Passenger,1,0,1,61,62,1.61
May 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,82,83,1.20
October 31 2020,Calvert,MD,Passenger,0,2,2,85,87,2.30
May 31 2024,Kittitas,WA,Truck,27,0,27,14716,14743,0.18
September 30 2021,Ferry,WA,Passenger,10,3,13,4397,4410,0.29
October 31 2023,Harris,TX,Passenger,2,2,4,153,157,2.55
March 31 2021,Polk,FL,Passenger,1,0,1,70,71,1.41
August 31 2019,Charles,MD,Passenger,0,1,1,90,91,1.10
May 31 2021,New York,NY,Passenger,2,0,2,55,57,3.51
June 30 2019,Benton,WA,Passenger,259,277,536,133739,134275,0.40
November 30 2023,Yakima,WA,Truck,16,0,16,60839,60855,0.03
December 31 2017,Asotin,WA,Truck,0,0,0,6541,6541,0.00
March 31 2019,Columbia,WA,Truck,0,0,0,1527,1527,0.00
January 31 2020,Stafford,VA,Passenger,1,1,2,101,103,1.94
February 28 2023,Chesterfield,VA,Passenger,1,0,1,42,43,2.33
September 30 2024,Snohomish,WA,Passenger,20824,4270,25094,520437,545531,4.60
January 31 2018,Multnomah,OR,Passenger,3,4,7,869,876,0.80
April 30 2022,Cowlitz,WA,Truck,0,1,1,28700,28701,0.00
April 30 2022,Sedgwick,KS,Passenger,0,1,1,87,88,1.14
April 30 2020,Skagit,WA,Truck,1,0,1,32373,32374,0.00
August 31 2023,Prince George,VA,Passenger,1,0,1,48,49,2.04
January 31 2020,Charleston,SC,Passenger,1,0,1,113,114,0.88
July 31 2018,Frederick,MD,Passenger,0,1,1,83,84,1.19
March 31 2024,Sussex,NJ,Passenger,1,0,1,2,3,33.33
December 31 2022,Brown,WI,Passenger,1,0,1,7,8,12.50
May 31 2017,Grant,WA,Passenger,20,24,44,60668,60712,0.07
October 31 2019,Garfield,WA,Passenger,0,1,1,1300,1301,0.08
October 31 2023,Pacific,WA,Truck,5,0,5,7804,7809,0.06
December 31 2018,Asotin,WA,Truck,0,0,0,6632,6632,0.00
December 31 2021,Hudson,NJ,Passenger,2,0,2,43,45,4.44
December 31 2023,Norfolk,VA,Passenger,0,1,1,252,253,0.40
April 30 2023,Botetourt,VA,Passenger,1,0,1,0,1,100.00
May 31 2021,Montgomery,TX,Passenger,1,1,2,54,56,3.57
May 31 2024,Jefferson,NY,Passenger,3,0,3,174,177,1.69
December 31 2020,Suffolk,VA,Passenger,1,0,1,126,127,0.79
January 31 2019,Randolph,NC,Passenger,1,0,1,5,6,16.67
September 30 2019,Montgomery,AL,Passenger,1,1,2,44,46,4.35
July 31 2018,Klamath,OR,Passenger,1,0,1,39,40,2.50
March 31 2017,San Juan,WA,Passenger,88,34,122,13418,13540,0.90
March 31 2019,Ferry,WA,Passenger,3,2,5,4364,4369,0.11
